order_id,amount,payment_method
29006,46883,Cash on Delivery
22916,43779,GCash
2608,14341,Credit Card
14629,15743,GCash
21708,6373,Cash on Delivery
11743,46810,Credit Card
22762,44575,Cash on Delivery
797,24810,Credit Card
29828,31829,Credit Card
4933,10031,GCash
5178,9134,Credit Card
16324,25314,GCash
727,32349,GCash
26746,31053,GCash
1997,3236,Cash on Delivery
2795,12895,Cash on Delivery
18279,41281,Credit Card
11790,34125,GCash
16482,15654,GCash
10640,21495,GCash
27752,28192,Credit Card
29174,42522,Credit Card
8434,47235,GCash
4403,7090,Cash on Delivery
28064,39466,Credit Card
26387,19639,GCash
8859,15420,Credit Card
29554,16323,GCash
27086,46589,Credit Card
11911,33717,GCash
22581,10365,GCash
27137,38263,Cash on Delivery
29324,2155,Credit Card
28390,32557,Credit Card
16836,18446,Credit Card
19072,29695,Credit Card
19445,15847,GCash
15885,21267,GCash
5401,7846,Cash on Delivery
802,45863,Cash on Delivery
4153,42553,Credit Card
7579,49357,Cash on Delivery
3012,5349,Credit Card
5091,47437,Credit Card
19426,25492,GCash
11895,11994,GCash
12597,27037,GCash
28723,7808,Credit Card
25238,6799,GCash
10696,38917,Credit Card
26476,47280,GCash
9433,35817,Cash on Delivery
18666,3850,Cash on Delivery
22959,42402,Credit Card
12303,31113,Credit Card
23255,41110,Credit Card
26985,9082,Cash on Delivery
11555,8228,Credit Card
28932,10757,GCash
10952,46332,GCash
12165,43165,Cash on Delivery
17341,11202,GCash
29273,2228,Cash on Delivery
19467,27328,GCash
26661,28556,Credit Card
13016,20482,Cash on Delivery
5796,43820,GCash
16025,27174,GCash
17967,40077,GCash
12662,37935,Cash on Delivery
13596,31370,Credit Card
17882,37697,Credit Card
22185,32972,Credit Card
22820,4370,GCash
461,4852,Credit Card
4316,41834,Cash on Delivery
22022,46551,Cash on Delivery
15041,1388,Cash on Delivery
56,47673,GCash
10484,41853,Cash on Delivery
3691,28985,Credit Card
15590,39308,Cash on Delivery
2589,4949,Credit Card
13656,43350,Cash on Delivery
7617,22192,Cash on Delivery
17045,12372,Credit Card
1610,26276,GCash
2855,49404,GCash
12657,10030,Credit Card
3889,14637,GCash
6969,30320,Cash on Delivery
2998,6048,Cash on Delivery
6620,47938,Cash on Delivery
1005,16147,Credit Card
16800,13879,Credit Card
18927,7716,GCash
24840,7720,GCash
18785,44228,GCash
8594,38207,Cash on Delivery
6160,32177,Credit Card
15604,20313,Credit Card
12521,14587,Credit Card
28277,14844,Credit Card
29184,41685,Credit Card
17571,40047,Credit Card
16609,49500,Credit Card
4020,40589,Credit Card
7741,5405,Credit Card
10431,24872,Cash on Delivery
14936,36945,GCash
14502,33156,GCash
9007,32972,GCash
12968,24052,Credit Card
13109,44717,Cash on Delivery
969,37724,Credit Card
20935,40765,Credit Card
13396,25412,Credit Card
2619,27593,GCash
13404,28681,Cash on Delivery
26603,27481,Credit Card
22553,38420,Credit Card
20023,739,Cash on Delivery
19125,5441,Cash on Delivery
12562,32900,GCash
14865,7336,Credit Card
7589,1855,Cash on Delivery
9899,13339,GCash
7155,19386,GCash
5409,15698,Credit Card
12988,9371,Cash on Delivery
4703,4872,Cash on Delivery
26130,36419,GCash
10517,22048,Credit Card
18378,7832,GCash
24573,28644,Credit Card
15646,33497,Credit Card
16169,16891,Credit Card
9132,16593,Credit Card
24127,32178,Credit Card
24891,32792,GCash
20446,21414,GCash
6331,865,Credit Card
14430,18799,Credit Card
3705,23882,GCash
25891,22016,Cash on Delivery
12864,367,Cash on Delivery
5160,23119,Credit Card
24608,13213,Credit Card
4206,22254,Cash on Delivery
2580,28182,GCash
25694,21194,GCash
7842,43640,Cash on Delivery
13968,45648,Cash on Delivery
23739,44439,Cash on Delivery
19545,4293,GCash
10048,31878,Cash on Delivery
5146,10889,GCash
264,6519,Credit Card
8910,35613,Cash on Delivery
23900,49735,Cash on Delivery
18854,49236,Credit Card
28130,33903,Credit Card
16038,25834,Credit Card
7213,4619,Credit Card
23121,24226,Credit Card
7646,41645,Cash on Delivery
7155,38896,Credit Card
6503,3464,Cash on Delivery
11132,25962,Credit Card
586,35812,GCash
16060,15196,Cash on Delivery
11905,20218,GCash
25869,14397,Cash on Delivery
24430,24424,Credit Card
10779,38180,Credit Card
21331,1050,GCash
16662,29872,Cash on Delivery
4666,20582,Credit Card
16318,26588,Credit Card
17295,18075,GCash
11697,18905,GCash
15585,15284,Credit Card
25003,48777,Cash on Delivery
27493,5231,GCash
11124,34303,GCash
22144,48262,Cash on Delivery
4212,31696,Cash on Delivery
26477,39750,Credit Card
6823,44113,GCash
3930,8812,GCash
11,3660,GCash
10222,47053,GCash
16793,11088,Credit Card
9260,735,Cash on Delivery
28669,21862,GCash
28641,12339,Credit Card
26103,38427,Credit Card
5280,41211,GCash
27222,8536,GCash
24212,47338,GCash
9866,16503,GCash
14021,25523,Credit Card
9044,38866,Cash on Delivery
4536,30460,Credit Card
23311,27591,GCash
25626,35520,Cash on Delivery
8004,16140,Cash on Delivery
21695,10147,Cash on Delivery
28614,46168,Cash on Delivery
22631,8171,Cash on Delivery
25951,26045,Cash on Delivery
24663,42358,Credit Card
18794,12714,Cash on Delivery
3730,2435,Cash on Delivery
11619,17415,Credit Card
601,9081,Credit Card
10883,9263,Cash on Delivery
21283,27904,Cash on Delivery
14812,46650,GCash
24152,24929,Cash on Delivery
27643,6581,Credit Card
7875,6552,GCash
20367,6970,Cash on Delivery
19343,41825,Credit Card
13891,29242,Credit Card
2244,4054,Credit Card
3432,3587,GCash
733,44907,Cash on Delivery
5575,28009,GCash
19190,19905,GCash
3359,3259,Credit Card
24871,29750,Credit Card
29123,23309,Credit Card
25027,42128,Cash on Delivery
7912,38859,GCash
17091,2503,Cash on Delivery
28377,21918,GCash
23593,43848,Cash on Delivery
24415,18141,GCash
21309,25073,GCash
7847,14252,GCash
29071,45966,Cash on Delivery
1121,35934,Cash on Delivery
23108,11678,GCash
25720,33111,Credit Card
18436,16905,GCash
26645,44053,Cash on Delivery
10450,25171,Credit Card
19635,6132,Credit Card
6007,2212,Cash on Delivery
12602,33581,Cash on Delivery
280,46473,Cash on Delivery
8635,19685,GCash
6815,19629,Cash on Delivery
27293,31318,GCash
17046,13815,Cash on Delivery
10985,6959,Cash on Delivery
3896,24320,Credit Card
2678,704,Cash on Delivery
8247,17598,GCash
962,17164,Cash on Delivery
24051,3638,Credit Card
18121,12811,Credit Card
12736,29645,GCash
3247,23125,Credit Card
3272,3727,Cash on Delivery
20569,7453,GCash
27783,16244,GCash
29518,47763,GCash
29205,44616,Credit Card
23809,733,GCash
10390,1821,GCash
3650,34272,Credit Card
19365,42113,Cash on Delivery
3689,21115,Cash on Delivery
27802,4345,Credit Card
8991,991,Cash on Delivery
2018,38375,Credit Card
24876,38762,Cash on Delivery
20778,39277,GCash
15170,47390,Cash on Delivery
797,6595,GCash
21013,11961,Cash on Delivery
14333,34904,Cash on Delivery
22355,37020,Credit Card
19214,366,Cash on Delivery
5527,31298,Cash on Delivery
13323,684,Cash on Delivery
4592,23982,Credit Card
29782,9594,Cash on Delivery
5928,18989,GCash
22928,4000,Cash on Delivery
9676,30446,Cash on Delivery
29448,44135,Cash on Delivery
9362,31833,GCash
1994,41786,Cash on Delivery
6414,1059,Cash on Delivery
24220,20632,Cash on Delivery
16581,16681,Cash on Delivery
25102,49929,Credit Card
6367,10728,Credit Card
857,8164,Cash on Delivery
18970,6356,GCash
18675,11504,Cash on Delivery
24279,40248,GCash
7006,33853,Credit Card
7774,1920,Credit Card
16971,24681,Credit Card
15711,29425,Credit Card
27130,37806,Credit Card
10310,25365,Cash on Delivery
22796,22463,GCash
26601,20296,Cash on Delivery
15891,21723,Cash on Delivery
18272,39304,Credit Card
24820,25634,Credit Card
4442,1523,GCash
16986,8640,GCash
18277,733,Cash on Delivery
17581,3184,Credit Card
13785,26370,Credit Card
26279,42046,Cash on Delivery
5201,39410,Cash on Delivery
7191,33915,Credit Card
1809,29358,GCash
22068,41251,Cash on Delivery
9871,43501,Cash on Delivery
11473,37443,GCash
12990,8914,GCash
8036,31030,Credit Card
10389,40899,Credit Card
10804,38924,Credit Card
27624,38249,Cash on Delivery
4586,5455,GCash
28990,47518,Cash on Delivery
8605,26082,Cash on Delivery
11204,27105,Cash on Delivery
15133,39123,Credit Card
24039,28460,Credit Card
9261,20604,Cash on Delivery
3832,361,Cash on Delivery
17376,44459,Cash on Delivery
19807,7384,GCash
978,11907,GCash
16987,33233,GCash
26705,15686,Credit Card
14249,21654,Credit Card
14003,33449,GCash
24301,48722,GCash
2228,36068,Cash on Delivery
6990,2317,Cash on Delivery
18440,45174,GCash
25925,43328,Credit Card
24177,38135,GCash
8219,12541,Cash on Delivery
13889,8173,Cash on Delivery
21876,31214,Credit Card
14300,43778,GCash
21925,23901,Credit Card
8016,14202,GCash
9166,26241,GCash
12747,4608,Credit Card
3227,23517,GCash
6978,49866,Cash on Delivery
26785,23972,GCash
11118,26999,Credit Card
23970,42304,GCash
6245,45122,Credit Card
14412,30565,Credit Card
3701,42024,Credit Card
8008,9966,Credit Card
9903,624,Cash on Delivery
2393,47929,Credit Card
13489,31827,Cash on Delivery
14766,36036,Credit Card
27016,13565,GCash
1365,42342,GCash
8585,47075,Cash on Delivery
19424,39800,Cash on Delivery
13258,18888,Credit Card
3198,2139,Cash on Delivery
13502,23661,Credit Card
3592,22059,Credit Card
16075,35199,GCash
27024,25314,Credit Card
21259,35555,GCash
20149,2697,Cash on Delivery
17147,23426,GCash
7668,25682,GCash
17643,42762,GCash
11703,11450,Credit Card
27840,45503,GCash
7754,14639,Cash on Delivery
2684,28985,GCash
13353,46581,GCash
12868,32572,Credit Card
3671,27720,Credit Card
5902,13963,Cash on Delivery
14046,8021,Credit Card
28605,32771,Credit Card
13340,12697,GCash
29957,9738,Credit Card
20098,22365,Credit Card
13235,35350,Cash on Delivery
3089,34619,GCash
20399,42787,GCash
29906,14310,GCash
2505,21128,Cash on Delivery
2944,23655,Credit Card
29474,19356,Credit Card
3009,11170,GCash
17043,48956,Credit Card
14457,22351,Cash on Delivery
17531,22822,GCash
7267,34554,Credit Card
12166,34157,GCash
7456,47879,GCash
21665,14707,Credit Card
29185,4770,Credit Card
3619,6881,Credit Card
22670,36582,Cash on Delivery
658,22003,GCash
10272,43162,Cash on Delivery
8040,12000,GCash
21305,5556,Credit Card
29048,43607,GCash
18370,5576,Credit Card
1331,47881,GCash
5881,24450,Credit Card
22437,25424,Credit Card
5726,12059,Cash on Delivery
20613,18829,Credit Card
27006,8123,Cash on Delivery
5876,46364,Cash on Delivery
11889,1050,Credit Card
28738,6408,GCash
8498,28531,Cash on Delivery
22320,43015,Credit Card
8311,45490,Cash on Delivery
10788,34454,Credit Card
22561,18877,Credit Card
14187,10779,Credit Card
2233,10804,Credit Card
24158,44448,Cash on Delivery
4067,16469,GCash
21422,31248,Cash on Delivery
2231,24930,GCash
25226,48617,Credit Card
18410,44719,Cash on Delivery
26255,39771,Cash on Delivery
1716,32132,Cash on Delivery
16192,27440,GCash
6419,12758,Credit Card
5609,40043,Cash on Delivery
22605,186,Cash on Delivery
19923,25984,Cash on Delivery
18388,8678,Cash on Delivery
27773,1785,Cash on Delivery
20162,16797,Credit Card
27121,15165,GCash
24235,36074,Cash on Delivery
20047,33576,Cash on Delivery
8527,22996,Cash on Delivery
3360,49423,Credit Card
25665,40304,Credit Card
25002,1148,Credit Card
28244,35101,Credit Card
5969,42226,GCash
18109,45684,GCash
19855,49155,Cash on Delivery
13443,21663,GCash
3210,24432,GCash
1287,21145,Cash on Delivery
2229,2293,Cash on Delivery
6824,40543,Credit Card
23642,44955,Credit Card
29542,28835,Cash on Delivery
13135,20932,Cash on Delivery
12924,43764,GCash
22588,26156,Cash on Delivery
24571,11733,Cash on Delivery
17130,34743,GCash
14485,9123,GCash
17785,30621,GCash
21312,32015,Credit Card
13272,42931,GCash
1553,24231,GCash
26269,3332,Credit Card
5849,15669,Credit Card
9136,35278,GCash
7143,28327,GCash
5424,39586,GCash
9929,30118,Cash on Delivery
11854,31459,Credit Card
7370,42631,Cash on Delivery
4672,11308,GCash
13802,43968,Credit Card
6871,6452,Cash on Delivery
14401,47688,Credit Card
11841,9172,Cash on Delivery
2650,14527,GCash
6720,1250,Cash on Delivery
15955,39806,GCash
4337,26455,Credit Card
28892,48457,Credit Card
1843,8906,Credit Card
6739,17025,Cash on Delivery
24627,29240,Cash on Delivery
1372,39305,Credit Card
14979,21823,GCash
14056,38846,Credit Card
24048,16275,Cash on Delivery
2006,24305,Cash on Delivery
18739,7526,GCash
9447,29922,GCash
4329,32761,GCash
4863,39623,Cash on Delivery
18117,34285,Cash on Delivery
22839,5028,GCash
29521,4424,GCash
17691,28546,Credit Card
9234,29558,Cash on Delivery
10017,34531,GCash
18480,10729,Cash on Delivery
18424,4283,GCash
8722,30159,Credit Card
23715,19388,Cash on Delivery
14731,25524,GCash
23244,22197,Credit Card
23652,5910,Cash on Delivery
24659,27810,Credit Card
1294,11737,GCash
23925,4668,Credit Card
5828,16410,Credit Card
24278,14449,GCash
25289,12764,Credit Card
28440,19693,GCash
15411,16145,GCash
7778,30552,GCash
7595,8969,Cash on Delivery
18914,34791,Credit Card
22535,4117,Credit Card
528,16270,GCash
9013,44844,GCash
29629,1344,Cash on Delivery
16920,49372,Credit Card
12109,24475,GCash
20561,30082,Credit Card
28843,23067,Credit Card
11604,6526,Credit Card
10831,42223,Credit Card
29084,30680,GCash
12269,34208,Cash on Delivery
7335,5117,GCash
29849,24455,Credit Card
24762,36643,Credit Card
29312,48920,GCash
28997,5232,Credit Card
11331,44623,Credit Card
5576,21012,Cash on Delivery
3363,32961,Cash on Delivery
14602,4961,GCash
18894,642,Credit Card
9020,33249,Credit Card
13948,35453,GCash
622,6346,GCash
10185,22280,GCash
17193,23249,Cash on Delivery
29421,20612,GCash
8786,47818,Cash on Delivery
3969,13260,Credit Card
23975,23822,Credit Card
13773,38363,Cash on Delivery
12767,37858,Credit Card
26550,1379,Cash on Delivery
3058,1704,GCash
11756,23114,Cash on Delivery
20,48448,Credit Card
3064,43617,Credit Card
28420,3984,Credit Card
22902,3814,GCash
6137,47433,GCash
8208,3542,GCash
423,24116,Credit Card
25823,19833,Credit Card
7939,39848,Credit Card
14647,48154,Credit Card
25033,29508,Cash on Delivery
14455,934,Cash on Delivery
28931,4772,GCash
24883,19172,GCash
15543,9188,GCash
2337,9748,GCash
23469,31827,Credit Card
29077,13146,Cash on Delivery
28708,27958,Credit Card
18771,28043,Credit Card
13195,48041,Credit Card
1282,34797,GCash
24436,35464,Cash on Delivery
22865,36225,Cash on Delivery
655,11625,GCash
824,2302,Credit Card
11052,31557,GCash
25709,35035,Cash on Delivery
20501,12901,Cash on Delivery
19905,32091,Credit Card
22891,13675,GCash
27384,43103,Credit Card
17254,2524,GCash
8905,23495,GCash
11842,30764,GCash
29757,44949,Cash on Delivery
8219,11906,GCash
21752,31471,GCash
24929,19917,Cash on Delivery
25963,40922,Credit Card
6954,21008,Credit Card
8751,19718,Credit Card
29628,2906,GCash
25774,23145,GCash
14994,29030,Credit Card
5297,46719,Cash on Delivery
6056,12888,Credit Card
21067,213,Credit Card
138,9450,Cash on Delivery
3589,44964,Cash on Delivery
14744,2518,GCash
28031,42809,Cash on Delivery
6675,19249,GCash
7112,32087,Cash on Delivery
6033,3208,GCash
27181,48310,Credit Card
16132,41591,Cash on Delivery
6795,6535,GCash
29745,44391,Credit Card
20465,27999,GCash
21171,42278,GCash
9243,18727,Credit Card
7185,45777,GCash
20812,38447,GCash
14434,41701,Cash on Delivery
1162,3496,Cash on Delivery
20319,22240,GCash
11548,40619,Credit Card
5412,47014,Cash on Delivery
19491,18187,GCash
608,15704,GCash
12946,13497,Cash on Delivery
273,48296,GCash
17199,33467,Credit Card
18177,27773,Credit Card
26182,1781,Cash on Delivery
25715,12876,Cash on Delivery
3380,18286,Credit Card
23172,4613,Cash on Delivery
8822,49975,Cash on Delivery
6308,2937,Credit Card
13914,45297,GCash
27637,41335,Credit Card
24787,42807,Credit Card
20933,44300,Cash on Delivery
16150,34458,Credit Card
25594,23272,Cash on Delivery
14620,2562,Credit Card
22637,19787,Cash on Delivery
8397,47144,Credit Card
24665,26975,Credit Card
9807,27021,Credit Card
17415,3811,Credit Card
11807,4136,Cash on Delivery
27863,10485,Credit Card
20638,14131,GCash
4981,39778,Cash on Delivery
23338,21371,Credit Card
24909,24012,Cash on Delivery
28214,32343,Cash on Delivery
13635,21863,GCash
10607,4227,GCash
23697,1989,GCash
6756,1254,GCash
20067,2707,Credit Card
21142,8715,Cash on Delivery
24396,31664,Cash on Delivery
20320,44191,Cash on Delivery
1830,25618,GCash
29830,19240,Cash on Delivery
14988,6543,Cash on Delivery
570,22579,Credit Card
21750,10756,Credit Card
5369,35522,Credit Card
16312,28679,Credit Card
16933,38993,GCash
25266,35838,Cash on Delivery
7663,27704,GCash
24511,24759,GCash
3531,44414,Credit Card
8272,47339,Cash on Delivery
23875,43007,GCash
8564,35334,Credit Card
23834,23228,GCash
13389,40770,Cash on Delivery
4316,27750,Credit Card
5919,20865,Cash on Delivery
28431,32565,Cash on Delivery
4170,14411,Cash on Delivery
28026,46240,Cash on Delivery
13483,10239,GCash
7431,15762,Credit Card
22217,31687,Credit Card
4278,19933,GCash
7933,21818,GCash
11692,19676,GCash
4946,14143,Cash on Delivery
2031,14623,Cash on Delivery
26668,29167,Cash on Delivery
29901,5168,Credit Card
14911,3977,Cash on Delivery
14916,9488,GCash
13546,30858,Credit Card
991,23885,Cash on Delivery
11675,1242,Cash on Delivery
5998,21044,GCash
12200,49657,Cash on Delivery
9944,10319,Credit Card
19673,3325,Cash on Delivery
15646,974,GCash
3420,5509,GCash
22311,43921,GCash
3166,12450,GCash
7582,3968,Credit Card
11605,27970,Cash on Delivery
16596,23706,Cash on Delivery
8057,30113,Credit Card
16851,34602,Credit Card
18586,41469,Credit Card
20463,22959,Credit Card
5612,17714,Credit Card
20540,24423,GCash
10469,15708,Cash on Delivery
3161,10038,Credit Card
20153,17783,GCash
9680,16470,GCash
18048,30819,Cash on Delivery
22079,48065,GCash
6750,32463,GCash
9257,42701,Credit Card
8659,8616,Cash on Delivery
2611,42248,GCash
13256,26421,GCash
13894,30952,GCash
2202,13400,Cash on Delivery
12558,7394,Credit Card
20280,5226,GCash
12140,2671,Cash on Delivery
4640,18415,Cash on Delivery
13182,21797,Cash on Delivery
1057,12695,Credit Card
16968,38878,GCash
2269,40568,GCash
10577,46708,Cash on Delivery
19488,49976,GCash
17537,41996,Credit Card
4781,49220,Cash on Delivery
10164,15066,Cash on Delivery
12903,18188,Cash on Delivery
27770,34751,Cash on Delivery
23658,25090,Cash on Delivery
10034,38055,Cash on Delivery
12224,4088,Credit Card
21133,4914,GCash
1745,36133,Credit Card
18651,34543,Credit Card
10766,40294,Cash on Delivery
20599,31543,Credit Card
29290,14207,Credit Card
13654,24644,Cash on Delivery
25239,46661,GCash
22466,17494,Credit Card
14822,17930,Credit Card
23872,14465,GCash
11061,35767,Credit Card
29098,4499,GCash
546,25602,GCash
23897,16052,Cash on Delivery
16560,13814,Credit Card
24993,31372,GCash
9777,13760,Cash on Delivery
15736,33327,Credit Card
16488,20716,GCash
15505,49559,GCash
5906,38896,Credit Card
29326,22457,GCash
2674,29988,Cash on Delivery
3532,12344,Cash on Delivery
19704,15713,Cash on Delivery
22977,34721,GCash
16764,15039,Cash on Delivery
28515,20594,Cash on Delivery
11334,39764,GCash
375,40128,Cash on Delivery
27590,19333,Credit Card
9030,47721,Credit Card
13260,43701,Credit Card
23261,19784,Cash on Delivery
20959,40947,Cash on Delivery
29852,27111,GCash
26524,15363,Cash on Delivery
21462,4690,Credit Card
9821,32763,Credit Card
15367,27131,Cash on Delivery
10660,24907,Credit Card
